area_type,availability,location,size,society,total_sqft,bath,balcony,price,total_sqft_clean,bhk,location_clean,price_per_sqft,sqft_per_bhk,location_encoded,bath_per_bhk,area_type_encoded,latitude,longitude,location_label
Super built-up  Area,18-May,Kanakpura Road,1 BHK,Maionus,850,1.0,1.0,37.32,850.0,1.0,Kanakpura Road,4390.588235294118,850.0,Kanakpura Road,1.0,1,12.908032,77.430447,104
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1570,3.0,2.0,68.0,1570.0,3.0,Kanakpura Road,4331.210191082802,523.3333333333334,Kanakpura Road,1.0,1,12.908032,77.430447,104
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,30.0,525.0,1.0,Kanakpura Road,5714.285714285715,525.0,Kanakpura Road,1.0,1,12.908032,77.430447,104
Super built-up  Area,21-Mar,Kanakpura Road,3 BHK,GolusLi,1938,3.0,3.0,105.0,1938.0,3.0,Kanakpura Road,5417.956656346749,646.0,Kanakpura Road,1.0,1,12.908032,77.430447,104
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Puestol,1843,3.0,2.0,96.2,1843.0,3.0,Kanakpura Road,5219.750406945198,614.3333333333334,Kanakpura Road,1.0,1,12.908032,77.430447,104
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,26.0,525.0,1.0,Kanakpura Road,4952.380952380952,525.0,Kanakpura Road,1.0,1,12.908032,77.430447,104
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Hahtsya,1610,3.0,3.0,78.5,1610.0,3.0,Kanakpura Road,4875.776397515528,536.6666666666666,Kanakpura Road,1.0,1,12.908032,77.430447,104
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1250,3.0,3.0,62.6,1250.0,3.0,Kanakpura Road,5008.0,416.6666666666667,Kanakpura Road,1.0,2,12.908032,77.430447,104
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1450,3.0,3.0,60.91,1450.0,3.0,Kanakpura Road,4200.689655172414,483.3333333333333,Kanakpura Road,1.0,1,12.908032,77.430447,104
Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,PrarePa,700,2.0,2.0,36.0,700.0,2.0,Kanakpura Road,5142.857142857143,350.0,Kanakpura Road,1.0,1,12.908032,77.430447,104
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1622,3.0,2.0,95.0,1622.0,3.0,Kanakpura Road,5856.966707768187,540.6666666666666,Kanakpura Road,1.0,1,12.908032,77.430447,104
Super built-up  Area,21-Sep,Kanakpura Road,2 BHK,PrarePa,900,2.0,1.0,42.0,900.0,2.0,Kanakpura Road,4666.666666666667,450.0,Kanakpura Road,1.0,1,12.908032,77.430447,104
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1665,3.0,2.0,74.9,1665.0,3.0,Kanakpura Road,4498.498498498499,555.0,Kanakpura Road,1.0,1,12.908032,77.430447,104
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1450,3.0,3.0,60.9,1450.0,3.0,Kanakpura Road,4200.0,483.3333333333333,Kanakpura Road,1.0,1,12.908032,77.430447,104
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,PuandHi,1339,2.0,2.0,67.0,1339.0,2.0,Kanakpura Road,5003.734129947722,669.5,Kanakpura Road,1.0,1,12.908032,77.430447,104
Super built-up  Area,Ready To Move,Kannamangala,2 BHK,VBownre,957,2.0,1.0,58.0,957.0,2.0,Kannamangala,6060.606060606061,478.5,Kannamangala,1.0,1,12.928087,77.643664,105
Built-up  Area,Ready To Move,Kannamangala,2 BHK,VBownre,957,2.0,1.0,56.0,957.0,2.0,Kannamangala,5851.619644723093,478.5,Kannamangala,1.0,2,12.928087,77.643664,105
Built-up  Area,Ready To Move,Kannamangala,4 Bedroom,,3000,4.0,0.0,200.0,3000.0,4.0,Kannamangala,6666.666666666667,750.0,Kannamangala,1.0,2,12.928087,77.643664,105
Super built-up  Area,19-Jul,Kannamangala,3 BHK,Sonue A,1536,3.0,1.0,89.0,1536.0,3.0,Kannamangala,5794.270833333333,512.0,Kannamangala,1.0,1,12.928087,77.643664,105
Plot  Area,Ready To Move,Kannamangala,4 Bedroom,MIalerd,2400,4.0,1.0,130.0,2400.0,4.0,Kannamangala,5416.666666666667,600.0,Kannamangala,1.0,3,12.928087,77.643664,105
Super built-up  Area,Ready To Move,Kannamangala,3 BHK,Sonue A,1574,3.0,1.0,93.34,1574.0,3.0,Kannamangala,5930.114358322745,524.6666666666666,Kannamangala,1.0,1,12.928087,77.643664,105
Built-up  Area,17-Mar,Kannamangala,2 BHK,VBownre,957,2.0,0.0,52.5,957.0,2.0,Kannamangala,5485.8934169279,478.5,Kannamangala,1.0,2,12.928087,77.643664,105
Super built-up  Area,18-Dec,Kannamangala,3 BHK,Sonue A,1536,3.0,1.0,104.0,1536.0,3.0,Kannamangala,6770.833333333333,512.0,Kannamangala,1.0,1,12.928087,77.643664,105
Super built-up  Area,Ready To Move,Kannamangala,2 BHK,VBownre,957,2.0,2.0,54.5,957.0,2.0,Kannamangala,5694.879832810867,478.5,Kannamangala,1.0,1,12.928087,77.643664,105
Super built-up  Area,Ready To Move,Kannamangala,4 BHK,,2422,4.0,3.0,135.0,2422.0,4.0,Kannamangala,5573.905862923204,605.5,Kannamangala,1.0,1,12.928087,77.643664,105
Super built-up  Area,Ready To Move,Kannamangala,2 BHK,VBownre,957,2.0,1.0,55.0,957.0,2.0,Kannamangala,5747.126436781609,478.5,Kannamangala,1.0,1,12.928087,77.643664,105
Built-up  Area,17-Sep,Kannamangala,2 BHK,VBownre,957,2.0,2.0,56.0,957.0,2.0,Kannamangala,5851.619644723093,478.5,Kannamangala,1.0,2,12.928087,77.643664,105
Super built-up  Area,Ready To Move,Kannur,3 BHK,,1200,2.0,1.0,55.0,1200.0,3.0,Kannur,4583.333333333333,400.0,Other,0.6666666666666666,1,12.850756,77.545015,146
Super built-up  Area,Ready To Move,Kariyammana Agrahara,3 BHK,,1800,3.0,3.0,90.0,1800.0,3.0,Kariyammana Agrahara,5000.0,600.0,Other,1.0,1,13.04284,77.570605,146
Super built-up  Area,Ready To Move,Kariyammana Agrahara,3 BHK,,1800,3.0,2.0,90.0,1800.0,3.0,Kariyammana Agrahara,5000.0,600.0,Other,1.0,1,13.04284,77.570605,146
Super built-up  Area,Ready To Move,Karnataka Shabarimala,4 BHK,,1200,6.0,3.0,70.0,1200.0,4.0,Karnataka Shabarimala,5833.333333333333,300.0,Other,1.5,1,12.984967,77.74809,146
Super built-up  Area,Ready To Move,Karuna Nagar,4 BHK,AjityIn,2900,3.0,2.0,135.0,2900.0,4.0,Karuna Nagar,4655.172413793103,725.0,Other,0.75,1,12.942968,77.53228,146
Built-up  Area,Ready To Move,Karuna Nagar,3 Bedroom,CoinoCu,2500,3.0,2.0,180.0,2500.0,3.0,Karuna Nagar,7200.0,833.3333333333334,Other,1.0,2,12.942968,77.53228,146
Plot  Area,Ready To Move,Karuna Nagar,3 Bedroom,CoinoCu,2500,3.0,2.0,190.0,2500.0,3.0,Karuna Nagar,7600.0,833.3333333333334,Other,1.0,3,12.942968,77.53228,146
Built-up  Area,Ready To Move,Karuna Nagar,3 Bedroom,CoinoCu,1962,3.0,2.0,175.0,1962.0,3.0,Karuna Nagar,8919.469928644241,654.0,Other,1.0,2,12.942968,77.53228,146
Super built-up  Area,Ready To Move,Karuna Nagar,2 BHK,AjityIn,1057,2.0,1.0,65.0,1057.0,2.0,Karuna Nagar,6149.479659413434,528.5,Other,1.0,1,12.942968,77.53228,146
Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,Ajnue A,1354,2.0,1.0,98.0,1354.0,3.0,Karuna Nagar,7237.81388478582,451.3333333333333,Other,0.6666666666666666,1,12.942968,77.53228,146
Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,AjityIn,1945,3.0,3.0,115.0,1945.0,3.0,Karuna Nagar,5912.596401028278,648.3333333333334,Other,1.0,1,12.942968,77.53228,146
Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,CoinoCu,1960,3.0,2.0,165.0,1960.0,3.0,Karuna Nagar,8418.367346938776,653.3333333333334,Other,1.0,1,12.942968,77.53228,146
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Srire S,1060,2.0,2.0,58.06,1060.0,2.0,Kasavanhalli,5477.358490566037,530.0,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMwerCo,1563.05,3.0,1.0,105.0,1563.05,3.0,Kasavanhalli,6717.635392341896,521.0166666666667,Kasavanhalli,1.0,1,12.919947,77.688887,106
Built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMonymp,1717,3.0,3.0,99.0,1717.0,3.0,Kasavanhalli,5765.87070471753,572.3333333333334,Kasavanhalli,1.0,2,12.919947,77.688887,106
Built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Ocrda M,1799,3.0,3.0,90.0,1799.0,3.0,Kasavanhalli,5002.77932184547,599.6666666666666,Kasavanhalli,1.0,2,12.919947,77.688887,106
Built-up  Area,Ready To Move,Kasavanhalli,4 Bedroom,Vaidsi ,3260,4.0,1.0,240.0,3260.0,4.0,Kasavanhalli,7361.963190184049,815.0,Kasavanhalli,1.0,2,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Salisal,1349,2.0,2.0,78.0,1349.0,2.0,Kasavanhalli,5782.060785767235,674.5,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,18-Feb,Kasavanhalli,2 BHK,Brersge,1121,2.0,2.0,78.0,1121.0,2.0,Kasavanhalli,6958.07314897413,560.5,Kasavanhalli,1.0,1,12.919947,77.688887,106
Built-up  Area,Ready To Move,Kasavanhalli,2 BHK,TNaldme,1100,2.0,1.0,50.0,1100.0,2.0,Kasavanhalli,4545.454545454545,550.0,Kasavanhalli,1.0,2,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Incksaf,1980,3.0,2.0,88.0,1980.0,3.0,Kasavanhalli,4444.444444444444,660.0,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,HMonymp,1200,2.0,1.0,78.0,1200.0,2.0,Kasavanhalli,6500.0,600.0,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,19-Mar,Kasavanhalli,3 BHK,Oca 2 V,1646,3.0,2.0,79.5,1646.0,3.0,Kasavanhalli,4829.890643985419,548.6666666666666,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,,1555,3.0,2.0,82.5,1555.0,3.0,Kasavanhalli,5305.4662379421225,518.3333333333334,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMwerCo,1476,3.0,0.0,89.0,1476.0,3.0,Kasavanhalli,6029.810298102981,492.0,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,,1493,3.0,2.0,82.0,1493.0,3.0,Kasavanhalli,5492.297387809779,497.6666666666667,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,TRensre,1200,2.0,2.0,50.0,1200.0,2.0,Kasavanhalli,4166.666666666667,600.0,Kasavanhalli,1.0,1,12.919947,77.688887,106
Built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Salisal,1719,3.0,2.0,116.0,1719.0,3.0,Kasavanhalli,6748.109365910413,573.0,Kasavanhalli,1.0,2,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,,1115,2.0,2.0,50.0,1115.0,2.0,Kasavanhalli,4484.304932735426,557.5,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,,1125,2.0,1.0,61.2,1125.0,2.0,Kasavanhalli,5440.0,562.5,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,18-May,Kasavanhalli,3 BHK,,2170,3.0,2.0,151.0,2170.0,3.0,Kasavanhalli,6958.52534562212,723.3333333333334,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,,1915,3.0,3.0,80.0,1915.0,3.0,Kasavanhalli,4177.545691906005,638.3333333333334,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,,1450,3.0,2.0,77.41,1450.0,3.0,Kasavanhalli,5338.620689655172,483.3333333333333,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMonymp,1476,3.0,1.0,95.0,1476.0,3.0,Kasavanhalli,6436.314363143631,492.0,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,,1200,2.0,1.0,50.3,1200.0,2.0,Kasavanhalli,4191.666666666667,600.0,Kasavanhalli,1.0,1,12.919947,77.688887,106
Built-up  Area,Ready To Move,Kasavanhalli,3 Bedroom,,2100,3.0,3.0,110.0,2100.0,3.0,Kasavanhalli,5238.0952380952385,700.0,Kasavanhalli,1.0,2,12.919947,77.688887,106
Super built-up  Area,19-Jan,Kasavanhalli,3 BHK,,1787,3.0,2.0,123.0,1787.0,3.0,Kasavanhalli,6883.044208170118,595.6666666666666,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Srire S,1090,2.0,2.0,59.8,1090.0,2.0,Kasavanhalli,5486.238532110092,545.0,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,18-Aug,Kasavanhalli,3 BHK,,1691,3.0,2.0,104.0,1691.0,3.0,Kasavanhalli,6150.206978119456,563.6666666666666,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,18-Oct,Kasavanhalli,4 BHK,,4260,4.0,3.0,272.0,4260.0,4.0,Kasavanhalli,6384.976525821597,1065.0,Kasavanhalli,1.0,1,12.919947,77.688887,106
Built-up  Area,Ready To Move,Kasavanhalli,3 Bedroom,,2111,4.0,3.0,120.0,2111.0,3.0,Kasavanhalli,5684.509711037423,703.6666666666666,Kasavanhalli,1.3333333333333333,2,12.919947,77.688887,106
Super built-up  Area,18-Dec,Kasavanhalli,3 BHK,Goaysn ,1545,3.0,1.0,69.0,1545.0,3.0,Kasavanhalli,4466.019417475728,515.0,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,,950,2.0,1.0,39.0,950.0,2.0,Kasavanhalli,4105.263157894737,475.0,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,,1105,2.0,2.0,42.0,1105.0,2.0,Kasavanhalli,3800.9049773755655,552.5,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,4 BHK,,1863,3.0,2.0,105.0,1863.0,4.0,Kasavanhalli,5636.070853462158,465.75,Kasavanhalli,0.75,1,12.919947,77.688887,106
Built-up  Area,Ready To Move,Kasavanhalli,3 BHK,,1667,3.0,2.0,92.0,1667.0,3.0,Kasavanhalli,5518.896220755849,555.6666666666666,Kasavanhalli,1.0,2,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Esree8 ,1494,3.0,2.0,82.0,1494.0,3.0,Kasavanhalli,5488.621151271754,498.0,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,,1555,3.0,3.0,82.0,1555.0,3.0,Kasavanhalli,5273.311897106109,518.3333333333334,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,1 BHK,Srire S,770,1.0,1.0,43.82,770.0,1.0,Kasavanhalli,5690.909090909091,770.0,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,20-Jun,Kasavanhalli,2 BHK,Esareap,1147,2.0,1.0,60.0,1147.0,2.0,Kasavanhalli,5231.037489102006,573.5,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,,1375,2.0,2.0,72.0,1375.0,2.0,Kasavanhalli,5236.363636363636,687.5,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,,1380,2.0,2.0,55.0,1380.0,3.0,Kasavanhalli,3985.5072463768115,460.0,Kasavanhalli,0.6666666666666666,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,,1200,2.0,2.0,60.0,1200.0,2.0,Kasavanhalli,5000.0,600.0,Kasavanhalli,1.0,1,12.919947,77.688887,106
Plot  Area,18-May,Kasavanhalli,4 Bedroom,,4260,4.0,2.0,333.0,4260.0,4.0,Kasavanhalli,7816.901408450704,1065.0,Kasavanhalli,1.0,3,12.919947,77.688887,106
Built-up  Area,Ready To Move,Kasavanhalli,2 BHK,HMonymp,1495,2.0,2.0,83.0,1495.0,2.0,Kasavanhalli,5551.8394648829435,747.5,Kasavanhalli,1.0,2,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,4 BHK,Vaidsi ,4000,4.0,2.0,325.0,4000.0,4.0,Kasavanhalli,8125.0,1000.0,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Conixt ,1225,2.0,1.0,69.0,1225.0,3.0,Kasavanhalli,5632.65306122449,408.3333333333333,Kasavanhalli,0.6666666666666666,1,12.919947,77.688887,106
Super built-up  Area,18-May,Kasavanhalli,3 BHK,,1917,3.0,2.0,132.0,1917.0,3.0,Kasavanhalli,6885.758998435055,639.0,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,HMonymp,1375,2.0,1.0,78.0,1375.0,2.0,Kasavanhalli,5672.727272727273,687.5,Kasavanhalli,1.0,1,12.919947,77.688887,106
Plot  Area,18-May,Kasavanhalli,4 Bedroom,,4408,4.0,2.0,344.0,4408.0,4.0,Kasavanhalli,7803.992740471869,1102.0,Kasavanhalli,1.0,3,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Salisal,1309,2.0,2.0,95.0,1309.0,2.0,Kasavanhalli,7257.448433919022,654.5,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMonymp,1476,3.0,0.0,105.0,1476.0,3.0,Kasavanhalli,7113.821138211382,492.0,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Ocrda M,1158,2.0,2.0,67.0,1158.0,2.0,Kasavanhalli,5785.837651122625,579.0,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Ocrda M,1214,2.0,3.0,67.0,1214.0,2.0,Kasavanhalli,5518.945634266886,607.0,Kasavanhalli,1.0,1,12.919947,77.688887,106
Built-up  Area,Ready To Move,Kasavanhalli,3 Bedroom,,2110,4.0,3.0,120.0,2110.0,3.0,Kasavanhalli,5687.203791469195,703.3333333333334,Kasavanhalli,1.3333333333333333,2,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,HMonymp,1495,2.0,2.0,110.0,1495.0,2.0,Kasavanhalli,7357.859531772575,747.5,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Doissa ,1575,2.0,3.0,85.0,1575.0,2.0,Kasavanhalli,5396.825396825397,787.5,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,,1069,2.0,2.0,55.0,1069.0,2.0,Kasavanhalli,5144.9953227315245,534.5,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,MSopsw ,1100,2.0,1.0,68.0,1100.0,2.0,Kasavanhalli,6181.818181818182,550.0,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMonymp,1715,3.0,3.0,112.0,1715.0,3.0,Kasavanhalli,6530.6122448979595,571.6666666666666,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,MSopsw ,1100,2.0,1.0,65.0,1100.0,2.0,Kasavanhalli,5909.090909090909,550.0,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,,1230,2.0,2.0,66.25,1230.0,2.0,Kasavanhalli,5386.178861788618,615.0,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,,1819,3.0,1.0,150.0,1819.0,3.0,Kasavanhalli,8246.289169873557,606.3333333333334,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Maowsve,1719,3.0,2.0,71.0,1719.0,3.0,Kasavanhalli,4130.308318789994,573.0,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,18-Jul,Kasavanhalli,3 BHK,Oca 2 V,1600,3.0,3.0,79.0,1600.0,3.0,Kasavanhalli,4937.5,533.3333333333334,Kasavanhalli,1.0,1,12.919947,77.688887,106
Built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Bhensa ,1585,2.0,2.0,90.0,1585.0,2.0,Kasavanhalli,5678.233438485804,792.5,Kasavanhalli,1.0,2,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Bhensa ,1245,2.0,2.0,80.0,1245.0,2.0,Kasavanhalli,6425.70281124498,622.5,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,18-May,Kasavanhalli,3 BHK,,2035,3.0,2.0,142.0,2035.0,3.0,Kasavanhalli,6977.886977886978,678.3333333333334,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Salisal,1747,3.0,1.0,110.0,1747.0,3.0,Kasavanhalli,6296.508299942759,582.3333333333334,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,HMonymp,1377,2.0,2.0,80.0,1377.0,2.0,Kasavanhalli,5809.731299927378,688.5,Kasavanhalli,1.0,1,12.919947,77.688887,106
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,,1181,2.0,1.0,61.0,1181.0,2.0,Kasavanhalli,5165.114309906859,590.5,Kasavanhalli,1.0,1,12.919947,77.688887,106
Built-up  Area,18-May,Kasavanhalli,2 BHK,Brersge,1121,2.0,2.0,75.0,1121.0,2.0,Kasavanhalli,6690.454950936663,560.5,Kasavanhalli,1.0,2,12.919947,77.688887,106
Built-up  Area,Ready To Move,Kashi Nagar,2 BHK,,1200,2.0,2.0,50.0,1200.0,2.0,Kashi Nagar,4166.666666666667,600.0,Other,1.0,2,13.074924,77.479554,146
Built-up  Area,Ready To Move,Kashi Nagar,2 BHK,Adarkya,1190,2.0,2.0,42.0,1190.0,2.0,Kashi Nagar,3529.4117647058824,595.0,Other,1.0,2,13.074924,77.479554,146
Built-up  Area,Ready To Move,Kasturi Nagar,3 BHK,Kantsce,1925,3.0,2.0,125.0,1925.0,3.0,Kasturi Nagar,6493.506493506494,641.6666666666666,Kasturi Nagar,1.0,2,12.9926,77.6576,107
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,,1567,2.0,2.0,92.0,1567.0,2.0,Kasturi Nagar,5871.091257179323,783.5,Kasturi Nagar,1.0,1,12.9926,77.6576,107
Super built-up  Area,Ready To Move,Kasturi Nagar,3 BHK,,1570,3.0,3.0,80.0,1570.0,3.0,Kasturi Nagar,5095.541401273886,523.3333333333334,Kasturi Nagar,1.0,1,12.9926,77.6576,107
Super built-up  Area,Ready To Move,Kasturi Nagar,3 BHK,,1565,3.0,2.0,88.5,1565.0,3.0,Kasturi Nagar,5654.952076677317,521.6666666666666,Kasturi Nagar,1.0,1,12.9926,77.6576,107
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,GradeMR,1080,2.0,2.0,80.0,1080.0,2.0,Kasturi Nagar,7407.407407407408,540.0,Kasturi Nagar,1.0,1,12.9926,77.6576,107
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,,1101,2.0,2.0,65.0,1101.0,2.0,Kasturi Nagar,5903.723887375114,550.5,Kasturi Nagar,1.0,1,12.9926,77.6576,107
Super built-up  Area,Ready To Move,Kasturi Nagar,3 BHK,,1500,2.0,3.0,80.0,1500.0,3.0,Kasturi Nagar,5333.333333333333,500.0,Kasturi Nagar,0.6666666666666666,1,12.9926,77.6576,107
Super built-up  Area,Ready To Move,Kasturi Nagar,4 BHK,Radenta,1896,3.0,1.0,125.0,1896.0,4.0,Kasturi Nagar,6592.827004219409,474.0,Kasturi Nagar,0.75,1,12.9926,77.6576,107
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,,1100,2.0,2.0,58.0,1100.0,2.0,Kasturi Nagar,5272.727272727273,550.0,Kasturi Nagar,1.0,1,12.9926,77.6576,107
Super built-up  Area,Ready To Move,Kasturi Nagar,3 BHK,GoratAr,1570,3.0,2.0,110.0,1570.0,3.0,Kasturi Nagar,7006.369426751592,523.3333333333334,Kasturi Nagar,1.0,1,12.9926,77.6576,107
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,,1000,2.0,0.0,58.0,1000.0,2.0,Kasturi Nagar,5800.0,500.0,Kasturi Nagar,1.0,1,12.9926,77.6576,107
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,,1101,2.0,2.0,66.0,1101.0,2.0,Kasturi Nagar,5994.550408719346,550.5,Kasturi Nagar,1.0,1,12.9926,77.6576,107
Super built-up  Area,Ready To Move,Kasturi Nagar,4 BHK,Radenta,2507,4.0,2.0,155.0,2507.0,4.0,Kasturi Nagar,6182.688472277623,626.75,Kasturi Nagar,1.0,1,12.9926,77.6576,107
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1400,2.0,2.0,77.0,1400.0,3.0,Kathriguppe,5500.0,466.6666666666667,Kathriguppe,0.6666666666666666,1,13.008495,77.641511,108
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1250,2.0,1.0,68.75,1250.0,3.0,Kathriguppe,5500.0,416.6666666666667,Kathriguppe,0.6666666666666666,1,13.008495,77.641511,108
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1245,2.0,2.0,68.48,1245.0,3.0,Kathriguppe,5500.401606425703,415.0,Kathriguppe,0.6666666666666666,1,13.008495,77.641511,108
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1350,2.0,1.0,87.01,1350.0,3.0,Kathriguppe,6445.185185185185,450.0,Kathriguppe,0.6666666666666666,1,13.008495,77.641511,108
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1350,2.0,2.0,80.99,1350.0,3.0,Kathriguppe,5999.259259259258,450.0,Kathriguppe,0.6666666666666666,1,13.008495,77.641511,108
